Location,Date,SO2,CO,O3,NO2,PM10,PM25
부산,2015-11-07,0.004,0.396,0.024,0.022,29.987,24.09
부산,2015-11-08,0.004,0.373,0.017,0.019,17.151,13.058
부산,2015-11-09,0.004,0.381,0.016,0.022,19.38,12.915
부산,2015-11-10,0.004,0.4,0.016,0.021,26.991,19.819
부산,2015-11-11,0.004,0.318,0.02,0.02,19.662,11.503
부산,2015-11-12,0.003,0.313,0.033,0.014,24.339,12.894
부산,2015-11-13,0.004,0.315,0.027,0.019,17.768,11.517
부산,2015-11-14,0.006,0.496,0.01,0.026,33.703,25.019
부산,2015-11-15,0.004,0.451,0.014,0.022,34.566,25.611
부산,2015-11-16,0.006,0.456,0.013,0.031,33.684,23.369
부산,2015-11-17,0.007,0.458,0.014,0.024,36.034,25.511
부산,2015-11-18,0.004,0.338,0.026,0.013,14.056,9.796
부산,2015-11-19,0.005,0.328,0.021,0.019,25.347,13.559
부산,2015-11-20,0.005,0.437,0.01,0.031,36.962,23.353
부산,2015-11-21,0.007,0.548,0.009,0.03,45.02,30.206
부산,2015-11-22,0.007,0.528,0.022,0.018,38.643,26.373
부산,2015-11-23,0.005,0.5,0.013,0.024,29.87,18.18
부산,2015-11-24,0.004,0.441,0.019,0.017,26.345,16.785
부산,2015-11-25,0.004,0.356,0.019,0.019,21.204,13.951
부산,2015-11-26,0.003,0.351,0.029,0.013,19.69,13.556
부산,2015-11-27,0.004,0.371,0.027,0.015,26.354,18.658
부산,2015-11-28,0.004,0.433,0.02,0.023,30.593,23.372
부산,2015-11-29,0.006,0.529,0.015,0.031,38.53,30.952
부산,2015-11-30,0.006,0.563,0.017,0.033,48.983,37.468
부산,2015-12-01,0.006,0.641,0.015,0.033,59.243,43.739
부산,2015-12-02,0.006,0.622,0.014,0.035,51.499,35.582
부산,2015-12-03,0.004,0.429,0.025,0.014,41.808,24.795
부산,2015-12-04,0.004,0.391,0.028,0.013,24.322,16.903
부산,2015-12-05,0.005,0.443,0.02,0.022,37.249,25.475
부산,2015-12-06,0.005,0.554,0.011,0.028,50.363,36.084
부산,2015-12-07,0.006,0.523,0.013,0.029,40.806,27.414
부산,2015-12-08,0.006,0.449,0.015,0.027,29.298,18.211
부산,2015-12-09,0.006,0.518,0.01,0.034,34.234,20.854
부산,2015-12-10,0.005,0.512,0.01,0.034,27.963,20.684
부산,2015-12-11,0.004,0.437,0.028,0.015,27.289,17.8
부산,2015-12-12,0.005,0.408,0.027,0.019,33.6,19.958
부산,2015-12-13,0.006,0.485,0.02,0.026,33.88,22.743
부산,2015-12-14,0.006,0.49,0.014,0.032,35.22,24.45
부산,2015-12-15,0.005,0.512,0.017,0.024,40.923,31.613
부산,2015-12-16,0.004,0.398,0.024,0.015,34.239,23.028
부산,2015-12-17,0.004,0.347,0.021,0.014,21.673,15.64
부산,2015-12-18,0.004,0.422,0.016,0.021,29.849,20.231
부산,2015-12-19,0.006,0.55,0.014,0.029,45.219,32.223
부산,2015-12-20,0.007,0.596,0.008,0.035,46.507,33.598
부산,2015-12-21,0.005,0.562,0.011,0.03,39.656,30.059
부산,2015-12-22,0.005,0.523,0.013,0.03,39.541,27.434
부산,2015-12-23,0.006,0.486,0.013,0.031,39.58,27.566
부산,2015-12-24,0.005,0.506,0.014,0.029,50.371,35.563
부산,2015-12-25,0.004,0.393,0.027,0.017,33.995,24.847
부산,2015-12-26,0.007,0.598,0.022,0.027,71.73,48.211
부산,2015-12-27,0.005,0.565,0.023,0.022,78.618,50.73
부산,2015-12-28,0.004,0.388,0.024,0.017,27.765,17.91
부산,2015-12-29,0.005,0.489,0.018,0.025,39.387,27.088
부산,2015-12-30,0.007,0.578,0.011,0.035,47.075,32.899
부산,2015-12-31,0.007,0.635,0.017,0.031,63.152,48.848
서울,2015-10-01,0.004,0.353,0.017,0.022,15.333,7.915
서울,2015-10-02,0.004,0.339,0.024,0.022,29.333,9.969
서울,2015-10-03,0.005,0.359,0.037,0.02,41.538,16.734
서울,2015-10-04,0.004,0.366,0.023,0.026,27.51,12.046
서울,2015-10-05,0.004,0.452,0.015,0.041,27.962,14.305
서울,2015-10-06,0.005,0.486,0.014,0.044,31.22,16.365
서울,2015-10-07,0.005,0.536,0.013,0.048,44.647,23.032
서울,2015-10-08,0.005,0.539,0.021,0.04,51.722,26.987
서울,2015-10-09,0.005,0.318,0.027,0.018,31.944,10.436
서울,2015-10-10,0.004,0.367,0.021,0.025,21.486,11.43
서울,2015-10-11,0.004,0.352,0.016,0.021,15.96,9.196
서울,2015-10-12,0.004,0.336,0.017,0.019,17.712,9.489
서울,2015-10-13,0.005,0.504,0.015,0.038,30.944,15.608
서울,2015-10-14,0.005,0.715,0.012,0.053,47.137,26.035
서울,2015-10-15,0.006,0.754,0.017,0.059,58.614,35.416
서울,2015-10-16,0.006,0.782,0.017,0.06,68.233,41.228
서울,2015-10-17,0.005,0.709,0.018,0.054,58.486,33.576
서울,2015-10-18,0.005,0.734,0.026,0.045,75.252,47.564
서울,2015-10-19,0.006,0.79,0.022,0.048,97.178,62.195
서울,2015-10-20,0.006,0.757,0.02,0.049,97.423,57.904
서울,2015-10-21,0.006,0.804,0.022,0.045,116.486,70.66
서울,2015-10-22,0.005,0.636,0.017,0.039,79.45,47.912
서울,2015-10-23,0.005,0.524,0.017,0.037,48.727,26.338
서울,2015-10-24,0.004,0.513,0.022,0.029,34.87,21.635
서울,2015-10-25,0.004,0.458,0.02,0.03,29.686,16.153
서울,2015-10-26,0.004,0.448,0.012,0.037,31.051,16.172
서울,2015-10-27,0.004,0.396,0.022,0.022,35.579,13.306
서울,2015-10-28,0.005,0.394,0.018,0.026,30.808,12.387
서울,2015-10-29,0.004,0.401,0.017,0.027,22.871,12.193
서울,2015-10-30,0.004,0.348,0.019,0.019,28.536,10.635
서울,2015-10-31,0.005,0.48,0.013,0.031,31.445,16.092
서울,2015-11-01,0.005,0.606,0.006,0.044,40.542,23.652
서울,2015-11-02,0.006,0.684,0.011,0.046,51.729,29.564
서울,2015-11-03,0.006,0.918,0.012,0.055,70.23,42.541
서울,2015-11-04,0.008,0.917,0.009,0.067,85.811,54.991
서울,2015-11-05,0.006,0.913,0.012,0.063,81.744,52.703
서울,2015-11-06,0.004,0.553,0.021,0.032,48.75,31.845
서울,2015-11-07,0.004,0.406,0.021,0.02,9.463,7.185
서울,2015-11-08,0.003,0.355,0.022,0.018,4.98,3.673
서울,2015-11-09,0.004,0.436,0.012,0.025,13.276,8.934
서울,2015-11-10,0.004,0.661,0.007,0.034,46.475,30.599
서울,2015-11-11,0.004,0.766,0.005,0.043,42.137,25.91
서울,2015-11-12,0.004,0.511,0.013,0.032,16.489,10.218
서울,2015-11-13,0.004,0.439,0.011,0.032,13.287,8.207
서울,2015-11-14,0.004,0.477,0.008,0.035,12.216,8.167
서울,2015-11-15,0.005,0.5,0.009,0.031,19.219,11.986
서울,2015-11-16,0.004,0.608,0.004,0.035,27.906,16.943
서울,2015-11-17,0.004,0.562,0.012,0.03,19.831,12.123
서울,2015-11-18,0.004,0.402,0.017,0.021,10.444,6.285
서울,2015-11-19,0.004,0.414,0.009,0.029,15.415,7.757
서울,2015-11-20,0.005,0.626,0.008,0.034,37.566,22.396
서울,2015-11-21,0.005,0.81,0.01,0.04,50.018,32.986
서울,2015-11-22,0.004,0.628,0.011,0.031,31.142,20.261
서울,2015-11-23,0.003,0.396,0.012,0.025,9.253,5.377
서울,2015-11-24,0.004,0.49,0.013,0.024,24.189,15.955
서울,2015-11-25,0.004,0.402,0.015,0.024,12.588,9.294
서울,2015-11-26,0.005,0.413,0.023,0.017,33.903,24.155
서울,2015-11-27,0.005,0.449,0.018,0.025,39.67,26.211
서울,2015-11-28,0.005,0.66,0.008,0.04,44.576,28.139
서울,2015-11-29,0.005,0.648,0.006,0.034,39.394,28.77
서울,2015-11-30,0.006,0.749,0.01,0.037,42.647,29.135
서울,2015-12-01,0.006,0.918,0.005,0.048,51.489,32.307
서울,2015-12-02,0.006,0.868,0.009,0.04,51.88,31.066
서울,2015-12-03,0.004,0.42,0.016,0.019,20.116,12.474
서울,2015-12-04,0.005,0.454,0.014,0.027,38.63,14.936
서울,2015-12-05,0.005,0.615,0.015,0.032,33.919,16.319
서울,2015-12-06,0.006,0.597,0.012,0.034,34.149,18.622
서울,2015-12-07,0.005,0.82,0.004,0.049,50.862,28.527
서울,2015-12-08,0.007,1.034,0.003,0.062,62.473,35.104
서울,2015-12-09,0.007,1.102,0.003,0.064,70.364,39.177
서울,2015-12-10,0.006,0.916,0.003,0.049,46.779,28.329
서울,2015-12-11,0.005,0.629,0.016,0.029,33.812,21.527
서울,2015-12-12,0.005,0.568,0.015,0.035,31.35,16.654
서울,2015-12-13,0.006,0.768,0.007,0.045,41.911,24.915
서울,2015-12-14,0.005,0.811,0.003,0.046,47.44,29.533
서울,2015-12-15,0.005,0.673,0.013,0.031,54.738,33.681
서울,2015-12-16,0.005,0.374,0.021,0.016,28.273,13.661
서울,2015-12-17,0.004,0.359,0.016,0.017,20.456,10.817
서울,2015-12-18,0.006,0.788,0.004,0.044,42.749,23.209
서울,2015-12-19,0.006,0.938,0.004,0.05,62.513,35.573
서울,2015-12-20,0.006,0.937,0.004,0.052,56.635,34.341
서울,2015-12-21,0.005,0.776,0.004,0.044,52.597,33.62
서울,2015-12-22,0.006,0.815,0.004,0.045,62.775,38.302
서울,2015-12-23,0.006,0.891,0.005,0.049,59.607,36.506
서울,2015-12-24,0.007,0.9,0.012,0.041,100.258,61.735
서울,2015-12-25,0.006,0.453,0.018,0.026,29.327,15.993
서울,2015-12-26,0.006,0.764,0.012,0.035,77.192,40.691
서울,2015-12-27,0.005,0.433,0.019,0.019,29.94,16.03
서울,2015-12-28,0.005,0.507,0.015,0.027,27.81,14.918
서울,2015-12-29,0.007,0.984,0.004,0.052,57.145,31.71
서울,2015-12-30,0.006,0.826,0.004,0.05,59.556,34.951
서울,2015-12-31,0.006,0.845,0.007,0.042,63.472,42.773
울산,2015-10-01,0.006,0.549,0.031,0.02,19.894,10.809
울산,2015-10-02,0.005,0.367,0.023,0.019,28.562,10.672
울산,2015-10-03,0.01,0.523,0.03,0.025,48.254,23.535
울산,2015-10-04,0.006,0.427,0.035,0.014,42.197,20.155
울산,2015-10-05,0.004,0.385,0.025,0.019,26.944,12.127
울산,2015-10-06,0.006,0.397,0.024,0.023,28.625,14.156
울산,2015-10-07,0.007,0.401,0.026,0.019,25.7,13.257
울산,2015-10-08,0.007,0.504,0.022,0.029,38.955,20.687
울산,2015-10-09,0.006,0.588,0.031,0.025,49.596,32.904
울산,2015-10-10,0.007,0.477,0.034,0.018,36.489,18.681
울산,2015-10-11,0.006,0.458,0.032,0.011,26.489,16.311
울산,2015-10-12,0.006,0.467,0.02,0.021,27.391,16.587
울산,2015-10-13,0.005,0.472,0.021,0.028,32.702,19.965
울산,2015-10-14,0.006,0.566,0.036,0.024,42.043,27.314
울산,2015-10-15,0.006,0.634,0.035,0.025,47.38,31.718
울산,2015-10-16,0.006,0.53,0.032,0.021,38.928,23.623
울산,2015-10-17,0.004,0.487,0.029,0.016,27.478,15.567
울산,2015-10-18,0.011,0.616,0.036,0.026,45.13,32.478
울산,2015-10-19,0.007,0.722,0.035,0.023,60.283,39.4
울산,2015-10-20,0.008,0.828,0.042,0.026,102.517,70.172
울산,2015-10-21,0.006,0.73,0.031,0.026,81.636,53.106
울산,2015-10-22,0.005,0.547,0.034,0.015,49.345,29.418
울산,2015-10-23,0.008,0.57,0.027,0.029,46.239,24.254
울산,2015-10-24,0.005,0.69,0.037,0.024,81.958,57.778
