Location,Date,SO2,CO,O3,NO2,PM10,PM25
광주,2015-08-20,0.003,0.411,0.017,0.018,25.112,17.336
광주,2015-08-21,0.002,0.332,0.035,0.013,15.755,10.21
광주,2015-08-22,0.003,0.431,0.024,0.017,42.151,29.691
광주,2015-08-23,0.003,0.515,0.028,0.013,63.799,49.16
광주,2015-08-24,0.003,0.488,0.02,0.017,48.462,36.323
광주,2015-08-25,0.003,0.34,0.017,0.013,11.364,6.2
광주,2015-08-26,0.003,0.324,0.021,0.015,13.402,7.386
광주,2015-08-27,0.002,0.355,0.021,0.015,18.243,11.132
광주,2015-08-28,0.002,0.419,0.027,0.017,28.573,19.794
광주,2015-08-29,0.002,0.349,0.026,0.015,24.252,17.224
광주,2015-08-30,0.002,0.387,0.028,0.013,28.381,19.915
광주,2015-08-31,0.003,0.543,0.031,0.018,40.315,31.567
광주,2015-09-01,0.002,0.4,0.039,0.013,28.236,20.073
광주,2015-09-02,0.003,0.442,0.028,0.019,22.29,13.968
광주,2015-09-03,0.002,0.455,0.035,0.017,25.916,16.313
광주,2015-09-04,0.002,0.434,0.034,0.016,29.25,17.095
광주,2015-09-05,0.002,0.467,0.032,0.015,27.606,19.138
광주,2015-09-06,0.002,0.301,0.04,0.008,13.431,9.153
광주,2015-09-07,0.002,0.339,0.031,0.018,25.766,14.312
광주,2015-09-08,0.002,0.257,0.028,0.019,18.556,9.642
광주,2015-09-09,0.002,0.236,0.033,0.013,18.233,10.493
광주,2015-09-10,0.003,0.234,0.032,0.013,24.815,14.246
광주,2015-09-11,0.003,0.247,0.031,0.012,32.617,19.255
광주,2015-09-12,0.003,0.23,0.032,0.01,22.295,13.705
광주,2015-09-13,0.003,0.308,0.03,0.011,20.506,11.161
광주,2015-09-14,0.003,0.376,0.028,0.021,22.615,13.341
광주,2015-09-15,0.003,0.36,0.026,0.019,20.763,11.847
광주,2015-09-16,0.003,0.348,0.022,0.018,21.69,11.595
광주,2015-09-17,0.003,0.359,0.026,0.018,24.009,13.312
광주,2015-09-18,0.003,0.403,0.026,0.02,22.615,12.927
광주,2015-09-19,0.003,0.378,0.034,0.018,26.44,15.862
광주,2015-09-20,0.003,0.464,0.034,0.016,37.224,24.121
광주,2015-09-21,0.003,0.575,0.035,0.018,41.935,28.804
광주,2015-09-22,0.003,0.424,0.03,0.018,33.703,24.351
광주,2015-09-23,0.003,0.342,0.019,0.016,26.072,19.304
광주,2015-09-24,0.002,0.325,0.022,0.017,15.481,9.543
광주,2015-09-25,0.002,0.347,0.018,0.017,20.536,13.278
광주,2015-09-26,0.003,0.446,0.032,0.013,41.667,29.198
광주,2015-09-27,0.002,0.465,0.04,0.011,39.031,26.344
광주,2015-09-28,0.002,0.331,0.041,0.01,35.907,21
광주,2015-09-29,0.003,0.377,0.045,0.012,34.517,19.828
광주,2015-09-30,0.002,0.352,0.024,0.015,22.152,12.02
대구,2015-07-01,0.002,0.349,0.036,0.014,25.2,14.979
대구,2015-07-02,0.002,0.356,0.044,0.017,35.173,21.006
대구,2015-07-03,0.002,0.451,0.04,0.02,48.883,32.37
대구,2015-07-04,0.002,0.418,0.038,0.013,36.571,22.172
대구,2015-07-05,0.002,0.392,0.044,0.011,34.462,21.241
대구,2015-07-06,0.003,0.445,0.035,0.014,39.032,23.994
대구,2015-07-07,0.002,0.42,0.02,0.017,24.424,15.173
대구,2015-07-08,0.001,0.32,0.03,0.013,12.672,6.219
대구,2015-07-09,0.001,0.266,0.032,0.011,11.435,6.12
대구,2015-07-10,0.002,0.482,0.025,0.013,35.169,23.081
대구,2015-07-11,0.002,0.51,0.02,0.014,39.294,26.691
대구,2015-07-12,0.002,0.266,0.012,0.006,17.049,10.492
대구,2015-07-13,0.002,0.366,0.04,0.008,30.28,19.805
대구,2015-07-14,0.003,0.687,0.053,0.019,79.914,57.711
대구,2015-07-15,0.002,0.515,0.041,0.018,69.354,46.056
대구,2015-07-16,0.002,0.236,0.026,0.009,17.822,8.336
대구,2015-07-17,0.002,0.246,0.025,0.015,18.384,7.96
대구,2015-07-18,0.003,0.391,0.035,0.02,37.063,22.918
대구,2015-07-19,0.007,0.499,0.037,0.015,40.662,26.85
대구,2015-07-20,0.002,0.327,0.021,0.012,22.161,10.937
대구,2015-07-21,0.002,0.439,0.021,0.018,29.481,18.435
대구,2015-07-22,0.003,0.441,0.02,0.019,39.767,26.774
대구,2015-07-23,0.002,0.279,0.018,0.014,29.496,18.237
대구,2015-07-24,0.003,0.211,0.02,0.008,23.045,12.368
대구,2015-07-25,0.002,0.199,0.019,0.007,21.801,11.851
대구,2015-07-26,0.003,0.249,0.022,0.011,23.824,12.865
대구,2015-07-27,0.003,0.264,0.019,0.016,32.172,18.902
대구,2015-07-28,0.002,0.313,0.022,0.019,28.676,16.781
대구,2015-07-29,0.002,0.35,0.026,0.023,46.575,28.598
대구,2015-07-30,0.003,0.435,0.041,0.017,62.519,42.045
대구,2015-07-31,0.004,0.413,0.047,0.018,62.457,42.721
대구,2015-08-01,0.003,0.326,0.048,0.015,48.993,32.433
대구,2015-08-02,0.003,0.252,0.029,0.013,35.106,21.78
대구,2015-08-03,0.003,0.276,0.038,0.014,36.366,23.545
대구,2015-08-04,0.004,0.28,0.03,0.012,25.61,15.512
대구,2015-08-05,0.003,0.312,0.029,0.015,34.157,22.07
대구,2015-08-06,0.004,0.403,0.047,0.02,50.638,36.492
대구,2015-08-07,0.004,0.389,0.044,0.021,53.12,37.669
대구,2015-08-08,0.003,0.39,0.026,0.016,35.081,22.815
대구,2015-08-09,0.002,0.267,0.027,0.012,26.181,16.69
대구,2015-08-10,0.002,0.329,0.031,0.023,33.167,21.167
대구,2015-08-11,0.003,0.337,0.028,0.027,39.608,24.9
대구,2015-08-12,0.001,0.218,0.019,0.016,18.048,10.41
대구,2015-08-13,0.002,0.297,0.028,0.023,33.048,20.638
대구,2015-08-14,0.003,0.352,0.039,0.02,44.037,28.927
대구,2015-08-15,0.003,0.43,0.041,0.018,51.784,36.284
대구,2015-08-16,0.003,0.393,0.044,0.011,58.771,42.781
대구,2015-08-17,0.001,0.216,0.025,0.016,27.427,14.517
대구,2015-08-18,0.001,0.193,0.019,0.014,27.897,13.121
대구,2015-08-19,0.002,0.221,0.02,0.016,29.635,13.522
대구,2015-08-20,0.002,0.279,0.01,0.026,30.897,17.224
대구,2015-08-21,0.001,0.242,0.024,0.021,21.505,10.147
대구,2015-08-22,0.003,0.344,0.02,0.027,46.9,26.742
대구,2015-08-23,0.003,0.38,0.035,0.017,64.824,42.504
대구,2015-08-24,0.002,0.245,0.032,0.01,30.543,15.587
대구,2015-08-25,0.001,0.232,0.025,0.011,14.929,3.536
대구,2015-08-26,0.002,0.284,0.023,0.017,23.362,7.75
대구,2015-08-27,0.002,0.316,0.018,0.018,30.616,13.134
대구,2015-08-28,0.002,0.376,0.022,0.021,38.256,18.812
대구,2015-08-29,0.002,0.384,0.03,0.019,41.461,21.969
대구,2015-08-30,0.002,0.436,0.031,0.013,44.083,25.188
대구,2015-08-31,0.002,0.412,0.039,0.012,52.535,32.447
대구,2015-09-01,0.002,0.3,0.034,0.016,24.487,10.017
대구,2015-09-02,0.002,0.291,0.03,0.013,26.913,12.606
대구,2015-09-03,0.002,0.339,0.029,0.018,37.157,18.504
대구,2015-09-04,0.003,0.414,0.029,0.018,37.807,18.785
대구,2015-09-05,0.002,0.321,0.024,0.014,34.057,18.086
대구,2015-09-06,0.002,0.312,0.034,0.007,22.085,10.217
대구,2015-09-07,0.002,0.253,0.027,0.01,23.41,8.604
대구,2015-09-08,0.002,0.234,0.025,0.013,23.647,8.551
대구,2015-09-09,0.002,0.223,0.027,0.016,24.932,9.932
대구,2015-09-10,0.002,0.275,0.025,0.022,32.64,14.504
대구,2015-09-11,0.002,0.343,0.03,0.023,42.627,22.325
대구,2015-09-12,0.002,0.377,0.02,0.021,32.227,17.72
대구,2015-09-13,0.002,0.281,0.027,0.014,27.748,13.892
대구,2015-09-14,0.003,0.358,0.025,0.018,32.862,16.392
대구,2015-09-15,0.002,0.303,0.022,0.016,24.288,10.881
대구,2015-09-16,0.002,0.271,0.023,0.015,23.339,9.908
대구,2015-09-17,0.002,0.306,0.015,0.017,17.781,8.307
대구,2015-09-18,0.002,0.3,0.021,0.014,24.904,10.044
대구,2015-09-19,0.002,0.339,0.025,0.014,33.246,16.067
대구,2015-09-20,0.002,0.447,0.033,0.014,40.953,23.203
대구,2015-09-21,0.003,0.445,0.026,0.016,45.008,25.202
대구,2015-09-22,0.003,0.38,0.021,0.015,31.387,13.132
대구,2015-09-23,0.002,0.35,0.007,0.026,36.062,17.54
대구,2015-09-24,0.002,0.358,0.015,0.023,29.819,16.428
대구,2015-09-25,0.002,0.312,0.019,0.021,31.389,16.529
대구,2015-09-26,0.002,0.37,0.025,0.018,36.261,21.261
대구,2015-09-27,0.002,0.414,0.027,0.013,39.446,22.452
대구,2015-09-28,0.002,0.402,0.032,0.014,37.049,19.287
대구,2015-09-29,0.002,0.301,0.034,0.008,31.521,13.395
대구,2015-09-30,0.002,0.225,0.028,0.011,21.211,7.875
대전,2015-07-01,0.002,0.321,0.035,0.005,24.75,15.75
대전,2015-07-02,0.002,0.355,0.046,0.004,38.091,25.409
대전,2015-07-03,0.002,0.367,0.043,0.004,46.958,34
대전,2015-07-04,0.002,0.261,0.031,0.006,21.913,15.217
대전,2015-07-05,0.002,0.3,0.046,0.003,28.286,20.524
대전,2015-07-06,0.002,0.295,0.03,0.006,33.409,21.182
대전,2015-07-07,0.003,0.34,0.019,0.007,27.75,19.75
대전,2015-07-08,0.001,0.22,0.022,0.005,7.867,4
대전,2015-07-09,0.001,0.206,0.025,0.004,8.625,4.625
대전,2015-07-10,0.001,0.222,0.02,0.005,13.87,7
대전,2015-07-11,0.002,0.262,0.026,0.005,24.417,12.917
대전,2015-07-12,0.001,0.2,0.039,0.003,7.933,3.2
대전,2015-07-13,0.002,0.447,0.077,0.003,56.933,36.133
대전,2015-07-14,0.003,0.542,0.093,0.004,82.167,57.042
대전,2015-07-15,0.002,0.458,0.06,0.005,64.208,42.458
대전,2015-07-16,0.002,0.3,0.045,0.003,13.409,6.409
대전,2015-07-17,0.002,0.3,0.033,0.005,14.75,7.55
대전,2015-07-18,0.002,0.37,0.049,0.004,28.913,19.87
대전,2015-07-19,0.002,0.4,0.049,0.003,45.833,31.25
대전,2015-07-20,0.002,0.346,0.03,0.004,21.333,14.458
대전,2015-07-21,0.001,0.454,0.043,0.006,20.375,9.542
대전,2015-07-22,0.001,0.48,0.056,0.003,22.7,12
대전,2015-07-23,0.001,0.5,0.036,0.008,14,8.3
대전,2015-07-24,0.001,0.442,0.032,0.006,16.792,6.333
대전,2015-07-25,0.001,0.383,0.03,0.004,17.083,7.917
대전,2015-07-26,0.001,0.362,0.033,0.002,16.619,8.857
대전,2015-07-27,0.002,0.305,0.027,0.004,20.762,10.952
대전,2015-07-28,0.001,0.204,0.049,0.004,21.957,14.13
대전,2015-07-29,0.001,0.279,0.031,0.006,39.833,25.75
대전,2015-07-30,0.002,0.283,0.046,0.005,57.083,36.667
대전,2015-07-31,0.001,0.204,0.044,0.003,35.083,23.792
대전,2015-08-01,0.002,0.2,0.055,0.003,31.8,23.5
대전,2015-08-02,0.001,0.183,0.038,0.004,32.167,21.458
대전,2015-08-03,0.001,0.15,0.021,0.004,25.556,16.167
대전,2015-08-04,0.001,0.1,0.021,0.004,14.15,10.35
대전,2015-08-05,0.001,0.138,0.035,0.003,21.429,16.81
대전,2015-08-06,0.002,0.206,0.045,0.005,26.235,20.118
대전,2015-08-07,0.003,0.255,0.058,0.006,40.5,30
대전,2015-08-08,0.001,0.2,0.024,0.005,25.538,20
대전,2015-08-09,0.002,0.211,0.021,0.003,25.789,16.526
대전,2015-08-10,0.004,0.295,0.02,0.006,22.455,14.909
대전,2015-08-11,0.002,0.304,0.015,0.009,44.696,28.522
대전,2015-08-12,0.001,0.138,0.022,0.005,13.375,11.25
대전,2015-08-13,0.002,0.229,0.034,0.004,23.042,14.417
대전,2015-08-14,0.002,0.274,0.043,0.003,31.957,21.13
대전,2015-08-15,0.002,0.357,0.06,0.003,45.391,31.565
대전,2015-08-16,0.002,0.35,0.047,0.002,47.75,33.8
대전,2015-08-17,0.002,0.2,0.053,0.004,22,16
대전,2015-08-18,0.002,0.205,0.031,0.006,17.895,11.579
대전,2015-08-19,0.002,0.205,0.023,0.007,19.273,12.545
대전,2015-08-20,0.001,0.206,0.015,0.008,17.111,11.444
대전,2015-08-21,0.002,0.22,0.023,0.006,19.133,15.2
대전,2015-08-22,0.002,0.3,0.026,0.006,51.583,39.167
대전,2015-08-23,0.002,0.305,0.028,0.005,53.682,41.455
대전,2015-08-24,0.002,0.246,0.026,0.005,26,19.583
대전,2015-08-25,0.001,0.163,0.015,0.005,5.625,3.75
대전,2015-08-26,0.001,0.2,0.016,0.005,6.846,2.769
대전,2015-08-27,0.002,0.253,0.027,0.009,19.842,12.316
대전,2015-08-28,0.001,0.271,0.019,0.011,22.333,15.905
대전,2015-08-29,0.002,0.271,0.025,0.011,22.143,15.048
대전,2015-08-30,0.002,0.317,0.035,0.009,30.652,23.391
대전,2015-08-31,0.002,0.332,0.031,0.009,36.727,26.818
대전,2015-09-01,0.002,0.229,0.034,0.007,16.118,13.294
대전,2015-09-02,0.001,0.286,0.023,0.011,17.048,13.429
대전,2015-09-03,0.002,0.34,0.003,0.014,26.6,18.4
대전,2015-09-04,0.002,0.3,0.043,0.007,29.182,24.182
대전,2015-09-05,0.002,0.296,0.025,0.009,31.783,24
대전,2015-09-06,0.002,0.238,0.024,0.005,15.062,12.125
대전,2015-09-07,0.002,0.218,0.02,0.008,16.818,9.545
대전,2015-09-08,0.001,0.26,0.022,0.009,10.4,8.667
대전,2015-09-09,0.001,0.3,0.023,0.011,18.667,10.778
대전,2015-09-10,0.002,0.4,0.023,0.016,25.059,15.294
대전,2015-09-11,0.002,0.477,0.02,0.018,36.091,27.727
대전,2015-09-12,0.001,0.365,0.018,0.009,16.706,13.059
대전,2015-09-13,0.002,0.418,0.019,0.009,19,13.529
대전,2015-09-14,0.002,0.583,0.007,0.028,24.167,18
대전,2015-09-15,0.001,0.317,0.016,0.013,15,8.333
대전,2015-09-16,0.001,0.3,0.017,0.01,14.905,9.143
대전,2015-09-17,0.001,0.3,0.018,0.01,11.417,6.833
대전,2015-09-18,0.001,0.341,0.014,0.018,15.409,10.182
대전,2015-09-19,0.002,0.404,0.022,0.019,26.609,20.435
대전,2015-09-20,0.002,0.481,0.023,0.013,32.905,26.952
대전,2015-09-21,0.002,0.519,0.018,0.026,42.19,34
대전,2015-09-22,0.002,0.43,0.014,0.034,28.15,21.9
대전,2015-09-23,0.002,0.371,0.014,0.029,27.476,19.619
대전,2015-09-24,0.002,0.324,0.019,0.023,21.294,16.588
대전,2015-09-25,0.001,0.286,0.019,0.025,17.952,12.952
대전,2015-09-26,0.002,0.505,0.031,0.017,37.895,28.947
대전,2015-09-27,0.002,0.5,0.027,0.014,30.545,25.273
대전,2015-09-28,0.002,0.353,0.029,0.014,26.579,19.158
대전,2015-09-29,0.002,0.333,0.028,0.011,25.286,16.381
대전,2015-09-30,0.001,0.259,0.024,0.003,15.176,10.471
부산,2015-07-01,0.007,0.33,0.034,0.019,35.891,20.845
부산,2015-07-02,0.008,0.367,0.031,0.025,49.276,28.462
부산,2015-07-03,0.009,0.423,0.04,0.028,67.223,43.568
부산,2015-07-04,0.007,0.277,0.033,0.014,36.653,19.628
부산,2015-07-05,0.008,0.265,0.033,0.013,34.071,19.393
부산,2015-07-06,0.01,0.278,0.022,0.017,34.52,20.17
부산,2015-07-07,0.006,0.268,0.023,0.017,23.739,14.221
부산,2015-07-08,0.006,0.345,0.016,0.019,19.716,9.923
부산,2015-07-09,0.005,0.279,0.028,0.012,17.086,8.176
부산,2015-07-10,0.007,0.25,0.024,0.014,25.904,13.574
부산,2015-07-11,0.009,0.245,0.015,0.015,29.987,14.078
부산,2015-07-12,0.004,0.179,0.013,0.007,26.498,8.384
부산,2015-07-13,0.005,0.262,0.038,0.013,51.021,23.235
부산,2015-07-14,0.008,0.387,0.04,0.024,89.333,61.388
부산,2015-07-15,0.007,0.39,0.038,0.023,76.967,49.639
부산,2015-07-16,0.004,0.251,0.028,0.009,29.149,10.749
부산,2015-07-17,0.005,0.237,0.022,0.017,25.475,9.063
부산,2015-07-18,0.007,0.255,0.025,0.019,32.513,15.979
부산,2015-07-19,0.009,0.281,0.027,0.017,28.987,14.466
부산,2015-07-20,0.006,0.356,0.01,0.018,28.333,13.383
부산,2015-07-21,0.01,0.371,0.01,0.024,32.971,17.663
부산,2015-07-22,0.007,0.264,0.009,0.022,33.091,17.724
부산,2015-07-23,0.005,0.189,0.013,0.015,30.293,9.921
부산,2015-07-24,0.004,0.172,0.013,0.012,32.955,9.914
부산,2015-07-25,0.005,0.185,0.012,0.011,28.586,10.485
부산,2015-07-26,0.006,0.195,0.015,0.012,31.028,11.333
부산,2015-07-27,0.007,0.26,0.02,0.024,42.152,18.318
부산,2015-07-28,0.007,0.312,0.03,0.027,50.918,27.928
부산,2015-07-29,0.007,0.299,0.031,0.03,60.313,35.242
부산,2015-07-30,0.006,0.288,0.032,0.027,63.209,37.199
부산,2015-07-31,0.006,0.274,0.031,0.027,53.416,30.597
부산,2015-08-01,0.009,0.327,0.033,0.029,58.375,35.017
부산,2015-08-02,0.006,0.21,0.025,0.018,37.046,18.867
부산,2015-08-03,0.005,0.198,0.021,0.018,32.02,14.83
부산,2015-08-04,0.006,0.196,0.019,0.017,29.859,12.847
부산,2015-08-05,0.007,0.2,0.023,0.018,47.179,26.438
부산,2015-08-06,0.01,0.325,0.034,0.031,58.851,36.202
부산,2015-08-07,0.007,0.26,0.026,0.021,46.922,24.416
부산,2015-08-08,0.007,0.261,0.029,0.015,38.258,18.919
부산,2015-08-09,0.008,0.337,0.043,0.018,55.871,33.443
부산,2015-08-10,0.007,0.364,0.038,0.026,53.542,30.573
부산,2015-08-11,0.007,0.35,0.033,0.031,50.526,27.875
부산,2015-08-12,0.004,0.307,0.024,0.015,19.666,10.87
부산,2015-08-13,0.005,0.312,0.03,0.016,25.34,11.66
부산,2015-08-14,0.007,0.39,0.044,0.024,53.177,32.816
부산,2015-08-15,0.011,0.415,0.049,0.022,60.375,40.129
부산,2015-08-16,0.005,0.301,0.044,0.012,38.361,21.934
부산,2015-08-17,0.005,0.258,0.032,0.014,22.814,9.793
부산,2015-08-18,0.005,0.256,0.025,0.014,27.025,10.437
부산,2015-08-19,0.005,0.221,0.027,0.013,25.089,9.725
부산,2015-08-20,0.007,0.304,0.018,0.023,33.678,17.007
부산,2015-08-21,0.004,0.345,0.019,0.021,22.457,12.588
부산,2015-08-22,0.005,0.371,0.028,0.023,38.202,20.266
부산,2015-08-23,0.007,0.362,0.045,0.017,49.817,31.759
부산,2015-08-24,0.005,0.244,0.029,0.011,26.637,11.757
부산,2015-08-25,0.003,0.225,0.029,0.008,17.51,6.776
부산,2015-08-26,0.005,0.254,0.019,0.015,23.921,8.543
부산,2015-08-27,0.007,0.273,0.025,0.018,32.256,13.292
부산,2015-08-28,0.006,0.363,0.038,0.019,50.307,32.14
부산,2015-08-29,0.008,0.424,0.034,0.025,60.764,44.335
부산,2015-08-30,0.01,0.439,0.046,0.019,70.404,53.721
부산,2015-08-31,0.005,0.325,0.04,0.013,42.31,28.289
부산,2015-09-01,0.005,0.258,0.036,0.016,20.604,9.323
부산,2015-09-02,0.005,0.29,0.027,0.018,28.152,11.277
부산,2015-09-03,0.005,0.408,0.034,0.024,42.89,25.875
부산,2015-09-04,0.004,0.353,0.029,0.021,37.913,21.339
부산,2015-09-05,0.004,0.291,0.029,0.017,29.97,14.551
부산,2015-09-06,0.003,0.275,0.045,0.011,19.178,11.096
부산,2015-09-07,0.003,0.227,0.032,0.012,23.424,10.421
부산,2015-09-08,0.003,0.235,0.034,0.012,24.218,11.451
부산,2015-09-09,0.003,0.254,0.034,0.013,29.644,13.787
부산,2015-09-10,0.004,0.267,0.029,0.018,31.609,15.118
부산,2015-09-11,0.007,0.35,0.038,0.025,48.901,26.925
부산,2015-09-12,0.006,0.414,0.025,0.02,40.927,26.794
부산,2015-09-13,0.004,0.304,0.031,0.015,28.063,16.658
부산,2015-09-14,0.005,0.335,0.029,0.02,32.533,17.158
부산,2015-09-15,0.005,0.258,0.029,0.014,24.947,10.344
부산,2015-09-16,0.005,0.277,0.027,0.014,25.299,10.948
부산,2015-09-17,0.003,0.315,0.026,0.012,17.299,11.148
부산,2015-09-18,0.004,0.305,0.027,0.014,27.622,14.353
부산,2015-09-19,0.004,0.328,0.023,0.018,32.763,17.782
부산,2015-09-20,0.006,0.323,0.031,0.017,39.497,25.337
부산,2015-09-21,0.006,0.301,0.021,0.019,30.766,17.829
부산,2015-09-22,0.005,0.263,0.022,0.017,24.759,12.727
부산,2015-09-23,0.005,0.354,0.013,0.026,36.461,21.899
부산,2015-09-24,0.003,0.292,0.034,0.015,22.643,14.129
부산,2015-09-25,0.004,0.32,0.031,0.015,26.427,15.346
부산,2015-09-26,0.005,0.338,0.033,0.013,30.299,19.26
부산,2015-09-27,0.006,0.351,0.03,0.011,35.208,23.631
부산,2015-09-28,0.007,0.368,0.035,0.015,37.44,22.463
부산,2015-09-29,0.005,0.304,0.037,0.011,33.682,16.299
부산,2015-09-30,0.004,0.263,0.028,0.013,24.696,10.836
서울,2015-07-01,0.005,0.371,0.04,0.017,33.98,18.686
서울,2015-07-02,0.005,0.495,0.05,0.017,50.251,31.532
서울,2015-07-03,0.005,0.393,0.033,0.021,38.465,22.556
서울,2015-07-04,0.005,0.362,0.039,0.026,30.679,18.061
서울,2015-07-05,0.006,0.391,0.041,0.021,32.94,20.122
서울,2015-07-06,0.005,0.352,0.033,0.027,29.06,17.081
서울,2015-07-07,0.005,0.374,0.03,0.029,32.799,19.667
서울,2015-07-08,0.004,0.26,0.032,0.015,9.094,5.123
서울,2015-07-09,0.004,0.279,0.028,0.016,11.304,6.246
서울,2015-07-10,0.004,0.347,0.027,0.026,20.813,12.391
서울,2015-07-11,0.004,0.383,0.03,0.028,26.446,16.569
서울,2015-07-12,0.004,0.268,0.011,0.011,9.922,5.902
서울,2015-07-13,0.004,0.396,0.031,0.015,34.375,20.086
서울,2015-07-14,0.005,0.547,0.048,0.025,62.486,37.009
서울,2015-07-15,0.005,0.484,0.034,0.023,46.592,27.801
서울,2015-07-16,0.004,0.232,0.027,0.011,11.301,4.962
서울,2015-07-17,0.004,0.237,0.025,0.015,11.246,5.42
서울,2015-07-18,0.004,0.339,0.026,0.024,28.532,17.675
서울,2015-07-19,0.004,0.363,0.029,0.018,23.848,15.873
서울,2015-07-20,0.004,0.37,0.012,0.023,21.77,13.396
서울,2015-07-21,0.004,0.386,0.013,0.026,26.212,15.713
서울,2015-07-22,0.005,0.477,0.017,0.036,31.985,19.629
서울,2015-07-23,0.005,0.43,0.014,0.031,27.091,17.156
서울,2015-07-24,0.004,0.375,0.011,0.026,15.214,9.126
서울,2015-07-25,0.004,0.296,0.013,0.017,19.614,11.127
서울,2015-07-26,0.004,0.269,0.013,0.014,17.761,10.028
서울,2015-07-27,0.005,0.311,0.008,0.021,26.564,15.952
서울,2015-07-28,0.005,0.362,0.022,0.02,33.894,23.085
서울,2015-07-29,0.005,0.442,0.023,0.025,38.708,26.792
서울,2015-07-30,0.005,0.466,0.044,0.02,68.255,46.36
서울,2015-07-31,0.005,0.405,0.041,0.021,56.894,38.36
서울,2015-08-01,0.005,0.374,0.035,0.018,46.416,31.495
서울,2015-08-02,0.005,0.349,0.03,0.014,30.209,20.379
서울,2015-08-03,0.005,0.318,0.02,0.016,27.367,16.996
서울,2015-08-04,0.005,0.286,0.019,0.015,26.024,15.884
서울,2015-08-05,0.005,0.287,0.031,0.019,31.707,20.711
서울,2015-08-06,0.005,0.364,0.027,0.024,33.424,22.455
서울,2015-08-07,0.004,0.418,0.03,0.032,38.938,26.343
서울,2015-08-08,0.004,0.422,0.022,0.028,33.074,20.827
서울,2015-08-09,0.004,0.308,0.023,0.016,19.96,11.975
서울,2015-08-10,0.005,0.33,0.023,0.021,29.277,18.109
서울,2015-08-11,0.005,0.553,0.027,0.03,57.081,36.432
서울,2015-08-12,0.005,0.486,0.036,0.023,50.857,31.767
서울,2015-08-13,0.005,0.455,0.025,0.03,38.211,23.325
서울,2015-08-14,0.005,0.465,0.034,0.027,38.483,23.909
서울,2015-08-15,0.005,0.582,0.048,0.022,64.72,44.05
서울,2015-08-16,0.005,0.559,0.041,0.02,66.867,45.371
서울,2015-08-17,0.004,0.367,0.034,0.021,25.387,16.701
서울,2015-08-18,0.004,0.323,0.033,0.021,21.854,12.839
서울,2015-08-19,0.005,0.417,0.027,0.031,35.053,21.424
서울,2015-08-20,0.006,0.452,0.017,0.037,35.079,22.012
서울,2015-08-21,0.005,0.406,0.019,0.027,30.331,19.368
서울,2015-08-22,0.005,0.423,0.035,0.024,37.526,23.812
서울,2015-08-23,0.005,0.449,0.039,0.021,37.642,23.853
서울,2015-08-24,0.004,0.363,0.03,0.018,29.172,17.905
서울,2015-08-25,0.004,0.252,0.017,0.014,7.722,3.909
서울,2015-08-26,0.005,0.278,0.02,0.019,10.783,5.724
서울,2015-08-27,0.005,0.332,0.03,0.023,21.203,11.266
서울,2015-08-28,0.005,0.477,0.016,0.04,28.216,16.802
서울,2015-08-29,0.005,0.445,0.028,0.032,31.509,19.827
서울,2015-08-30,0.005,0.402,0.035,0.022,32.516,21.679
서울,2015-08-31,0.004,0.426,0.035,0.027,32.067,21.709
서울,2015-09-01,0.004,0.36,0.034,0.017,23.855,16.518
서울,2015-09-02,0.004,0.39,0.023,0.027,25.038,15.998
서울,2015-09-03,0.004,0.409,0.027,0.024,24.603,14.548
서울,2015-09-04,0.005,0.454,0.026,0.029,33.239,19.618
서울,2015-09-05,0.004,0.456,0.019,0.03,30.769,19.382
서울,2015-09-06,0.004,0.279,0.029,0.012,13.068,7.291
서울,2015-09-07,0.004,0.291,0.024,0.02,12.864,6.86
서울,2015-09-08,0.004,0.274,0.026,0.019,12.632,6.893
서울,2015-09-09,0.004,0.279,0.027,0.019,16.552,8.249
서울,2015-09-10,0.004,0.352,0.024,0.024,29.025,13.602
서울,2015-09-11,0.005,0.467,0.022,0.026,37.78,21.442
서울,2015-09-12,0.004,0.357,0.021,0.023,21.409,10.73
서울,2015-09-13,0.004,0.321,0.028,0.017,21.068,9.979
서울,2015-09-14,0.005,0.444,0.023,0.033,31.079,16.972
서울,2015-09-15,0.004,0.387,0.023,0.031,25.378,13.998
서울,2015-09-16,0.004,0.315,0.027,0.021,15.739,7.754
서울,2015-09-17,0.004,0.284,0.027,0.017,12.562,6.199
서울,2015-09-18,0.004,0.344,0.025,0.028,19.317,10.163
서울,2015-09-19,0.004,0.409,0.021,0.031,32.414,15.605
서울,2015-09-20,0.005,0.52,0.03,0.028,47.846,30.292
서울,2015-09-21,0.005,0.59,0.024,0.039,48.24,30.073
서울,2015-09-22,0.005,0.526,0.03,0.043,40.75,25.791
서울,2015-09-23,0.005,0.533,0.014,0.051,40.332,23.96
서울,2015-09-24,0.005,0.492,0.021,0.04,37.052,22.028
서울,2015-09-25,0.005,0.484,0.029,0.036,36.958,22.394
서울,2015-09-26,0.005,0.556,0.03,0.029,48.36,27.877
서울,2015-09-27,0.004,0.419,0.023,0.028,33.347,15.58
서울,2015-09-28,0.004,0.409,0.025,0.026,30.978,14.201
서울,2015-09-29,0.004,0.311,0.03,0.015,22.831,10.058
서울,2015-09-30,0.004,0.311,0.023,0.022,17.562,7.937
울산,2015-07-01,0.009,0.46,0.042,0.018,35.555,20.309
